Category,speed,direction,lane,episode,Time header,Image_path
Cat1,10mph,lr,opposite,9,1624825293.21255,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.21255.jpg
Cat1,10mph,lr,opposite,9,1624825293.2458832,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.2458832.jpg
Cat1,10mph,lr,opposite,9,1624825293.2792165,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.2792165.jpg
Cat1,10mph,lr,opposite,9,1624825293.3125498,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.3125498.jpg
Cat1,10mph,lr,opposite,9,1624825293.3458831,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.3458831.jpg
Cat1,10mph,lr,opposite,9,1624825293.3792164,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.3792164.jpg
Cat1,10mph,lr,opposite,9,1624825293.4125497,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.4125497.jpg
Cat1,10mph,lr,opposite,9,1624825293.445883,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.445883.jpg
Cat1,10mph,lr,opposite,9,1624825293.4792163,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.4792163.jpg
Cat1,10mph,lr,opposite,9,1624825293.5125496,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.5125496.jpg
Cat1,10mph,lr,opposite,9,1624825293.545883,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.545883.jpg
Cat1,10mph,lr,opposite,9,1624825293.5792162,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.5792162.jpg
Cat1,10mph,lr,opposite,9,1624825293.6125495,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.6125495.jpg
Cat1,10mph,lr,opposite,9,1624825293.6458828,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.6458828.jpg
Cat1,10mph,lr,opposite,9,1624825293.6792161,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.6792161.jpg
Cat1,10mph,lr,opposite,9,1624825293.7458827,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.7458827.jpg
Cat1,10mph,lr,opposite,9,1624825293.779216,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.779216.jpg
Cat1,10mph,lr,opposite,9,1624825293.8125494,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.8125494.jpg
Cat1,10mph,lr,opposite,9,1624825293.8458827,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.8458827.jpg
Cat1,10mph,lr,opposite,9,1624825293.879216,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.879216.jpg
Cat1,10mph,lr,opposite,9,1624825293.9125493,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.9125493.jpg
Cat1,10mph,lr,opposite,9,1624825293.9458826,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.9458826.jpg
Cat1,10mph,lr,opposite,9,1624825293.9792159,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825293.9792159.jpg
Cat1,10mph,lr,opposite,9,1624825294.0125492,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.0125492.jpg
Cat1,10mph,lr,opposite,9,1624825294.0458825,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.0458825.jpg
Cat1,10mph,lr,opposite,9,1624825294.0792158,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.0792158.jpg
Cat1,10mph,lr,opposite,9,1624825294.112549,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.112549.jpg
Cat1,10mph,lr,opposite,9,1624825294.1458824,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.1458824.jpg
Cat1,10mph,lr,opposite,9,1624825294.1792157,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.1792157.jpg
Cat1,10mph,lr,opposite,9,1624825294.212549,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.212549.jpg
Cat1,10mph,lr,opposite,9,1624825294.2792156,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.2792156.jpg
Cat1,10mph,lr,opposite,9,1624825294.3125489,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.3125489.jpg
Cat1,10mph,lr,opposite,9,1624825294.3458822,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.3458822.jpg
Cat1,10mph,lr,opposite,9,1624825294.3792155,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.3792155.jpg
Cat1,10mph,lr,opposite,9,1624825294.4125488,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.4125488.jpg
Cat1,10mph,lr,opposite,9,1624825294.445882,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.445882.jpg
Cat1,10mph,lr,opposite,9,1624825294.4792154,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.4792154.jpg
Cat1,10mph,lr,opposite,9,1624825294.5125487,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.5125487.jpg
Cat1,10mph,lr,opposite,9,1624825294.545882,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.545882.jpg
Cat1,10mph,lr,opposite,9,1624825294.5792153,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.5792153.jpg
Cat1,10mph,lr,opposite,9,1624825294.6125486,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.6125486.jpg
Cat1,10mph,lr,opposite,9,1624825294.645882,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.645882.jpg
Cat1,10mph,lr,opposite,9,1624825294.6792152,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.6792152.jpg
Cat1,10mph,lr,opposite,9,1624825294.7125485,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_10mph_lr_opposite_9/camera_images/1624825294.7125485.jpg
