Category,speed,direction,lane,episode,Time header,Image_path
Cat1,20mph,lr,opposite,6,1624829831.5821488,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829831.5821488.jpg
Cat1,20mph,lr,opposite,6,1624829831.615482,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829831.615482.jpg
Cat1,20mph,lr,opposite,6,1624829831.6488154,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829831.6488154.jpg
Cat1,20mph,lr,opposite,6,1624829831.6821487,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829831.6821487.jpg
Cat1,20mph,lr,opposite,6,1624829831.715482,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829831.715482.jpg
Cat1,20mph,lr,opposite,6,1624829831.7488153,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829831.7488153.jpg
Cat1,20mph,lr,opposite,6,1624829831.7821486,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829831.7821486.jpg
Cat1,20mph,lr,opposite,6,1624829831.815482,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829831.815482.jpg
Cat1,20mph,lr,opposite,6,1624829831.8488152,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829831.8488152.jpg
Cat1,20mph,lr,opposite,6,1624829831.8821485,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829831.8821485.jpg
Cat1,20mph,lr,opposite,6,1624829831.9154818,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829831.9154818.jpg
Cat1,20mph,lr,opposite,6,1624829831.948815,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829831.948815.jpg
Cat1,20mph,lr,opposite,6,1624829831.9821484,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829831.9821484.jpg
Cat1,20mph,lr,opposite,6,1624829832.0154817,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.0154817.jpg
Cat1,20mph,lr,opposite,6,1624829832.048815,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.048815.jpg
Cat1,20mph,lr,opposite,6,1624829832.1154816,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.1154816.jpg
Cat1,20mph,lr,opposite,6,1624829832.148815,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.148815.jpg
Cat1,20mph,lr,opposite,6,1624829832.1821482,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.1821482.jpg
Cat1,20mph,lr,opposite,6,1624829832.2154815,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.2154815.jpg
Cat1,20mph,lr,opposite,6,1624829832.2488148,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.2488148.jpg
Cat1,20mph,lr,opposite,6,1624829832.2821481,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.2821481.jpg
Cat1,20mph,lr,opposite,6,1624829832.3154814,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.3154814.jpg
Cat1,20mph,lr,opposite,6,1624829832.3488147,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.3488147.jpg
Cat1,20mph,lr,opposite,6,1624829832.382148,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.382148.jpg
Cat1,20mph,lr,opposite,6,1624829832.4154813,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.4154813.jpg
Cat1,20mph,lr,opposite,6,1624829832.4488146,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.4488146.jpg
Cat1,20mph,lr,opposite,6,1624829832.482148,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.482148.jpg
Cat1,20mph,lr,opposite,6,1624829832.5154812,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.5154812.jpg
Cat1,20mph,lr,opposite,6,1624829832.5488145,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.5488145.jpg
Cat1,20mph,lr,opposite,6,1624829832.5821478,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.5821478.jpg
Cat1,20mph,lr,opposite,6,1624829832.6488144,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.6488144.jpg
Cat1,20mph,lr,opposite,6,1624829832.6821477,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.6821477.jpg
Cat1,20mph,lr,opposite,6,1624829832.715481,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.715481.jpg
Cat1,20mph,lr,opposite,6,1624829832.7488143,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.7488143.jpg
Cat1,20mph,lr,opposite,6,1624829832.7821476,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.7821476.jpg
Cat1,20mph,lr,opposite,6,1624829832.815481,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.815481.jpg
Cat1,20mph,lr,opposite,6,1624829832.8488142,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.8488142.jpg
Cat1,20mph,lr,opposite,6,1624829832.8821476,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.8821476.jpg
Cat1,20mph,lr,opposite,6,1624829832.9154809,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.9154809.jpg
Cat1,20mph,lr,opposite,6,1624829832.9488142,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.9488142.jpg
Cat1,20mph,lr,opposite,6,1624829832.9821475,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.9821475.jpg
Cat1,20mph,lr,opposite,6,1624829833.0154808,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.0154808.jpg
Cat1,20mph,lr,opposite,6,1624829833.048814,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.048814.jpg
Cat1,20mph,lr,opposite,6,1624829833.0821474,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.0821474.jpg
Cat1,20mph,lr,opposite,6,1624829833.1154807,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.1154807.jpg
Cat1,20mph,lr,opposite,6,1624829833.1821473,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.1821473.jpg
Cat1,20mph,lr,opposite,6,1624829833.2154806,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.2154806.jpg
Cat1,20mph,lr,opposite,6,1624829833.2488139,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.2488139.jpg
Cat1,20mph,lr,opposite,6,1624829833.2821472,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.2821472.jpg
Cat1,20mph,lr,opposite,6,1624829833.3154805,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.3154805.jpg
Cat1,20mph,lr,opposite,6,1624829833.3488138,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.3488138.jpg
Cat1,20mph,lr,opposite,6,1624829833.382147,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.382147.jpg
Cat1,20mph,lr,opposite,6,1624829833.4154804,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.4154804.jpg
Cat1,20mph,lr,opposite,6,1624829833.4488137,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.4488137.jpg
Cat1,20mph,lr,opposite,6,1624829833.482147,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.482147.jpg
Cat1,20mph,lr,opposite,6,1624829833.5154803,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.5154803.jpg
Cat1,20mph,lr,opposite,6,1624829833.5488136,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.5488136.jpg
Cat1,20mph,lr,opposite,6,1624829833.582147,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.582147.jpg
Cat1,20mph,lr,opposite,6,1624829833.6154802,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.6154802.jpg
Cat1,20mph,lr,opposite,6,1624829833.6488135,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.6488135.jpg
Cat1,20mph,lr,opposite,6,1624829832.0821483,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.0821483.jpg
Cat1,20mph,lr,opposite,6,1624829832.6154811,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829832.6154811.jpg
Cat1,20mph,lr,opposite,6,1624829833.148814,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.148814.jpg
Cat1,20mph,lr,opposite,6,1624829833.6821468,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829833.6821468.jpg
Cat1,20mph,lr,opposite,6,1624829834.2154796,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829834.2154796.jpg
Cat1,20mph,lr,opposite,6,1624829834.7488124,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829834.7488124.jpg
Cat1,20mph,lr,opposite,6,1624829835.2821453,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829835.2821453.jpg
Cat1,20mph,lr,opposite,6,1624829835.815478,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829835.815478.jpg
Cat1,20mph,lr,opposite,6,1624829836.348811,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829836.348811.jpg
Cat1,20mph,lr,opposite,6,1624829836.8821437,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829836.8821437.jpg
Cat1,20mph,lr,opposite,6,1624829837.4154766,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829837.4154766.jpg
Cat1,20mph,lr,opposite,6,1624829837.9488094,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829837.9488094.jpg
Cat1,20mph,lr,opposite,6,1624829838.4821422,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829838.4821422.jpg
Cat1,20mph,lr,opposite,6,1624829839.015475,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829839.015475.jpg
Cat1,20mph,lr,opposite,6,1624829839.5488079,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829839.5488079.jpg
Cat1,20mph,lr,opposite,6,1624829840.0821407,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829840.0821407.jpg
Cat1,20mph,lr,opposite,6,1624829840.6154735,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829840.6154735.jpg
Cat1,20mph,lr,opposite,6,1624829841.1488063,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829841.1488063.jpg
Cat1,20mph,lr,opposite,6,1624829841.6821392,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829841.6821392.jpg
Cat1,20mph,lr,opposite,6,1624829842.215472,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829842.215472.jpg
Cat1,20mph,lr,opposite,6,1624829842.7488048,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829842.7488048.jpg
Cat1,20mph,lr,opposite,6,1624829843.2821376,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829843.2821376.jpg
Cat1,20mph,lr,opposite,6,1624829843.8154705,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829843.8154705.jpg
Cat1,20mph,lr,opposite,6,1624829844.3488033,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829844.3488033.jpg
Cat1,20mph,lr,opposite,6,1624829844.882136,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_6/camera_images/1624829844.882136.jpg
