Category,speed,direction,lane,episode,Time header,Image_path
Cat3,20mph,lr,opposite,4,1625006072.443122,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006072.443122.jpg
Cat3,20mph,lr,opposite,4,1625006072.4764552,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006072.4764552.jpg
Cat3,20mph,lr,opposite,4,1625006072.5097885,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006072.5097885.jpg
Cat3,20mph,lr,opposite,4,1625006072.5431218,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006072.5431218.jpg
Cat3,20mph,lr,opposite,4,1625006072.576455,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006072.576455.jpg
Cat3,20mph,lr,opposite,4,1625006072.6097884,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006072.6097884.jpg
Cat3,20mph,lr,opposite,4,1625006072.6431217,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006072.6431217.jpg
Cat3,20mph,lr,opposite,4,1625006072.676455,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006072.676455.jpg
Cat3,20mph,lr,opposite,4,1625006072.7097883,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006072.7097883.jpg
Cat3,20mph,lr,opposite,4,1625006072.7431216,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006072.7431216.jpg
Cat3,20mph,lr,opposite,4,1625006072.776455,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006072.776455.jpg
Cat3,20mph,lr,opposite,4,1625006072.8097882,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006072.8097882.jpg
Cat3,20mph,lr,opposite,4,1625006072.8431215,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006072.8431215.jpg
Cat3,20mph,lr,opposite,4,1625006072.8764548,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006072.8764548.jpg
Cat3,20mph,lr,opposite,4,1625006072.9097881,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006072.9097881.jpg
Cat3,20mph,lr,opposite,4,1625006072.9764547,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006072.9764547.jpg
Cat3,20mph,lr,opposite,4,1625006073.009788,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006073.009788.jpg
Cat3,20mph,lr,opposite,4,1625006073.0431213,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006073.0431213.jpg
Cat3,20mph,lr,opposite,4,1625006073.0764546,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006073.0764546.jpg
Cat3,20mph,lr,opposite,4,1625006073.109788,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006073.109788.jpg
Cat3,20mph,lr,opposite,4,1625006073.1431212,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006073.1431212.jpg
Cat3,20mph,lr,opposite,4,1625006073.1764545,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006073.1764545.jpg
Cat3,20mph,lr,opposite,4,1625006073.2097878,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006073.2097878.jpg
Cat3,20mph,lr,opposite,4,1625006073.2431211,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006073.2431211.jpg
Cat3,20mph,lr,opposite,4,1625006073.2764544,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006073.2764544.jpg
Cat3,20mph,lr,opposite,4,1625006073.3097878,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006073.3097878.jpg
Cat3,20mph,lr,opposite,4,1625006073.343121,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006073.343121.jpg
Cat3,20mph,lr,opposite,4,1625006073.3764544,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006073.3764544.jpg
Cat3,20mph,lr,opposite,4,1625006073.4097877,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_20mph_lr_opposite_4/camera_images/1625006073.4097877.jpg
